Geneset	Number of Genes	Edge Density	Segregation
NEGATIVE_REGULATION_OF_TRANSPORT	127	0.00224384451943507	0.011530729558051848
NEUROGENESIS	260	0.0025208791208791203	0.03154309889262087
NEURON_PROJECTION_DEVELOPMENT	105	0.003817399267399267	0.01729937809221299
NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	346	0.0037002094328558266	0.054475499998643345
NUCLEOTIDE_METABOLIC_PROCESS	201	0.0016820398009950248	0.03248759938270776
ORGANELLE_ASSEMBLY	253	0.003067632850241546	0.043783593800719535
ORGANELLE_LOCALIZATION	223	0.006227810770411666	0.06706814362155014
OXIDATION_REDUCTION_PROCESS	182	0.002232347762734503	0.03910543226131691
PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	84	0.007896442914515203	0.06344907386065037
PHOSPHOLIPID_METABOLIC_PROCESS	185	0.0018012338425381904	0.04286780992012886
PLATELET_DEGRANULATION	81	0.0056623456790123455	0.023058746637842194
POSITIVE_REGULATION_OF_CELL_DEATH	234	0.0033428340853233554	0.026331194761095175
POSITIVE_REGULATION_OF_CELL_PROLIFERATION	325	0.003331244064577398	0.03792144882896257
POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	202	0.00318506477513423	0.02518907387886028
POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	235	0.008244626295690127	0.06318104284424228
POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	207	0.012861873270484497	0.06232113195618147
POST_TRANSLATIONAL_PROTEIN_MODIFICATION	278	0.021446484689504716	0.18218518794713204
PROTEIN_CATABOLIC_PROCESS	250	0.014007228915662648	0.08317704944930193
PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	144	0.028378010878010878	0.14956438056041862
PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	129	0.023403948643410853	0.09238639308504173
PROTEIN_LOCALIZATION_TO_ORGANELLE	338	0.02465243270767124	0.19456366911524364
PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	319	0.013011139370280554	0.09886576827192314
PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	194	0.048787885262539396	0.1638753879749694
PROTEIN_O_LINKED_GLYCOSYLATION	54	0.004246680642907058	0.06347399206183414
REGULATION_OF_CELL_ADHESION	212	0.0044780023249575245	0.03890155116803701
REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	68	0.020648814749780506	0.043043085178420426
REGULATION_OF_CELLULAR_LOCALIZATION	265	0.0032104059462550022	0.028252453661447532
REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	276	0.0036550197628458497	0.031241757843267347
REGULATION_OF_CYTOKINE_PRODUCTION	229	0.004609017084195205	0.04019960315909152
REGULATION_OF_CYTOSKELETON_ORGANIZATION	173	0.00379217636779137	0.027716562045896908
REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	226	0.0029001376597836775	0.026938142665186817
REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	107	0.0305469934755775	0.05187633672184148
REGULATION_OF_INFLAMMATORY_RESPONSE	104	0.009214152352501868	0.04356192508913021
REGULATION_OF_INNATE_IMMUNE_RESPONSE	155	0.011526853791369921	0.045172712822144516
REGULATION_OF_KINASE_ACTIVITY	293	0.003899060264622002	0.037701397804741306
REGULATION_OF_LIPID_METABOLIC_PROCESS	172	0.0038973888208894327	0.027936609753612902
REGULATION_OF_MAPK_CASCADE	238	0.00383927241782789	0.03390711031906107
REGULATION_OF_MICROTUBULE_BASED_PROCESS	85	0.004484873949579833	0.01727639206004602
REGULATION_OF_MITOTIC_CELL_CYCLE	259	0.008529466343419832	0.06898359709694615
REGULATION_OF_SECRETION	214	0.0031375981747180904	0.038693378150678456
REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	63	0.040491039426523295	0.06138849362624431
REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	145	0.00478639846743295	0.036038518014210555
RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	128	0.011215920275590551	0.048218318761471035
RESPONSE_TO_UNFOLDED_PROTEIN	76	0.008966315789473682	0.027267954551274915
RESPONSE_TO_WOUNDING	191	0.005971837971893083	0.04261056198014317
RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	191	0.020492807936070542	0.10275986008772013
RNA_BIOSYNTHETIC_PROCESS	417	0.012345911732152737	0.14521639627754793
RNA_MODIFICATION	66	0.005465268065268065	0.026510328919844853
RNA_SPLICING	235	0.043958865248226946	0.20622819386507082
RRNA_PROCESSING	94	0.027543582704186685	0.08399220585147166
SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION	164	0.012391366152925333	0.06540032987831149
STEROID_METABOLIC_PROCESS	106	0.0019703504043126685	0.017003057914291565
SULFUR_COMPOUND_METABOLIC_PROCESS	168	0.0018330481893356143	0.032239823968605225
TRANSMEMBRANE_TRANSPORT	314	0.00217657353330213	0.06431960455340867
TRNA_PROCESSING	49	0.023465136054421767	0.06880808292377624
VESICLE_LOCALIZATION	85	0.018174509803921567	0.07869948085973509
VESICLE_ORGANIZATION	129	0.011081274224806202	0.06749506810224112
VITAMIN_METABOLIC_PROCESS	79	0.003401817591691009	0.027162912685269394
